variant_slug,support,canal,fichier_integre,fichier_url,type_de_format,notes
j2r::web::1000x150,J2R,Web,J2rauto.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/h98zK2NLE9nqz5qYHpM9OQ/KBHfLOmh_aMGsws7EF085mhaPRet_JK6OdEWyzY13mfvGBmK0t7Rk0MZiwEk9PmfhtKhx0VlMa8ZzMfimC6v-tRJaBcbInm64Zc05Y2102HZw1TMyZAipkqx5LQabimKg3zeHWHC2LmKO8-08bqIw13kt6gLk_DOCcIHybStj-Y/AQrF5JbXObEpxYvDvtIIBAteH9Fn9By3IdMO5s5nXU0),,,
journal-des-entreprises::web::728x90floorad-300x600-300x250mobile,JOURNAL DES ENTREPRISES,Web,lejournaldesentreprises.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/0yDGVnqX3XSbi06SytL9eg/mZ2EaFEflrODAHILPxO6V0NMucqim3IwS-cCYk4Ps07DaMdXDLa9K6kFxY6G82j8CUQKS6m5IXPUkUCdB-olGW1kO61_o2roecAIS7n-x6VE3rg9g28zEGlq4yRF96VurZpBNQNmuajZGPWdmv1GyvKbTY--YNDyjWOzo8oQJMTnmQPtBPU5yUyiUvy6deKO/JCWTBemH3tInoh91Ftsp6zogRHhS1F1TDU7XbIk4KV8),,,
journal-des-maires::web::728x90-300x250mobile,JOURNAL DES MAIRES,Web,journaldesmaires.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/RDXFcgpDm1s7pRz3SpYypg/F2Fm8MGC4SipyfCcf6fMmkR8rZmsKNTsRl3x8H3SG40PkqyZ1DUDQ8vSNxh6QignH9CitMJskm3h_oZlKJ5bCQHRdr7FlXqmXBjOAxT1h_qUHN6N1oNQBaH8D2Q7tmlqwgYhgiE6TmExPiRxbEzfdZAtwY4fPKURMwnRi5iNVHc/_1ib1GuukfxN5muKdv-f8qH66s1qpXFvytEyw_cYT2U),,,
journal-du-pneumatique::web::300x600-300x250mobile,JOURNAL DU PNEUMATIQUE,Web,Journaldupneu.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/lmlVlhWH8ARFvsh3Iar-dQ/SNFXjoJqaevGf6oF4DHlUQO9_8Iz0WPQaOTsz2DfpFjxjjyHuyYDTgqrTLxIwR2zoZzn6j5_Zsoux_QaMifejprtKJW0JGVMjly8VZQ_Nv_rjioqQR4gqTiFaVp6zxsE63Qrbcw7rmdZzjCTRKob9YzDOqelBVy3PKd5V-BrpW0/G76_xg9_5IRmk7U4Yw7t067Lv6s37Phrr1iUrXM7NDA),,,
journal-du-pneumatique::web::1000x150,JOURNAL DU PNEUMATIQUE,Web,Journaldupneu.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/iQEXjHTDwNueExUg5k_gvQ/sjxX6a_K3k-cXGbZYQARJI9JFMrS_SVEm4p4wYg6N8_imq1S4yVPfjmLzOxNujaCtN6xfy5Z_9RuRSYZ0YE5bhS3Ls3qXKAbhr43OEdebONTyWZS5klLwft3Qui5s1C94a13NJdYixFcTS9KXRlbEPoOCtd4KZw_GQzUrkjvpuY/u301-HY8XSWnXflPl8kuZI_sr7RgVs5LqQ1FnOLWRA4),,,
kine-actualite::web::250x250,KINE ACTUALITE,Web,Kineactu.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/EYrHcK9DGqlxHesLQBiILA/3dZt0LpgRGQa2AZeHl3OlHUeoFGYl7H7Pwa9gYVEIcQFDao4cAX0NCdYWhl0bxWsbwqGG8Qsa5wsqYwgbBcJpyikrQo1m0I5yAi1NKtXHNp8tRCjj50uO8ecdK96y-9N3EF4uLX3dDrpn_nGAUapHlVkqU6Ym4ynKzL95EJabnA/yl6NjCrVql99OoerjfHpvAAFOIy-wTV5lMJa8_QIZ_s),,,
l-eclaireur-des-coiffeurs::web::990x180,L'ECLAIREUR DES COIFFEURS,Web,Leclaireur-coiffeurs.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/V5c5XpaVs9di-fFuraNTJg/DGO4D-2kXWSw-uf76uM5m_FZChL1Vtbcx1heyu1dyF3V1fecvyBHt93Ph8QMHgxY4XnFdDDvvlf-VmVytQPxSgHLktd_POhnjoko1ToHj_23EAYnK1Ms7NsYGMyD_TvVAGAPscxIWSE6iS7GbwjChe2EisgV5kDk182XTejucJCVtSibB9hpk7dJwJLKKMYc/h5zu3RhvIVfk7Kk4L6vSBeOVqmwRKdi7jYmM70r5ejs),,,
l-eclaireur-des-coiffeurs::web::250x250,L'ECLAIREUR DES COIFFEURS,Web,Leclaireur-coiffeurs.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/aaZSByE9Z8rFlFdDQcqaeA/DCsu38IjfslmGXUuzJ9DizMPJWp5rh3STwZfVr90t5parbTabQZxN1fYJ2bHfI0a8Vwb8ZuIKRaIhDGa8D-EDyhsvyrGjVhYDneOJ7uJ6yjBx3hROLkTQu3UINVzgRttXvAJpUGbTZfw2zWvbVvyQjCVJSgKOr5-8FwHeJGsDU9RmPVriSDTmaf6yh1ksMLn/-I_kykfOG83hul6ez5QYxeNUbtWJnWQcag6rT1IWN8A),,,
l-express::web::970x250-300x600-300x250mobile,L'EXPRESS,Web,lexpress.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/VDNteXM1QkG_Nxpnh3plbA/XnAXvQ3ErCjccTCkpAbqmDf6wky8EyxObQBoLdi0dBqSEezSAhoR4GWvnETKU7OshvAYMDOn6EpIwTV6qS7CuFAnM2H8fhp6fFWWLR_9ndf9VLWO5gSNbGl-Hcvu6cjwselsGB0xUKm6052X_UmGBFKZmZuW-MghHMobbfOnesE/chFyfsYNWovdoNff6dmIkz3NfuKgnllZcjGycJIlfOU),,,
l-hotellerie-restauration::web::620x90-360x60mobile,L'HOTELLERIE RESTAURATION,Web,Lhotellerie-restauration.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/YM5nsqDzsuuwKsQJliq06A/3b1HGK2FT3OnGzP1TktYO5_Db9vNF21Vs74e8TZ3SiVXa76ZRkFwghHArlhQcTQxOc-rMWUbMKGw0_SNz9XPa_mW8sQ3fOr7FN-7MMp2LyO5hAKEcVHLLqq0ZsBrEy__qCwQZJ8yNEFL9nDpgqZPddK69NJpVfpExPCTo58P4pAFq1zw6k44U4sJedS0W-68/fnCdtNOzIMKhlOiMB4ejHsh-UWOsHXohswqYyH1Mjyk),,,
l-informaticien::web::729x90-300x600,L'INFORMATICIEN,Web,Linformaticien.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/7jL-oxwYMxIdaIeDaRlE3w/bfOA9RlNsFL3gGdtY3uelbvol5OWlKsMsFvC8cDHBd9PGbmIaFzm39rqesTq81e-tp4195oI2f11ksSQhiZvOChblHXNHmCcqiII9RipZLjyomwjMp_47l-ayT0GXWAf7UBs7C_EEwqOfAxBfkNAnln5OI4Huo51-e6BBgvGn6M/Ji1G-tzakwIi3DTOkuLjrVGtA4saSUTzMPOQ4t95MR0),,,
l-information-dentaire::web::1160x90-320x50mobile,L'INFORMATION DENTAIRE,Web,Information-dentaire.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/s52hBmL9Jh4ItnSgUm-EKA/yA1LjJke2PS5SSt2tIVvhQA7TfEa9nA3971C0Jt3xF0-0AnLlb01-G3lgHaAlM0n0FlSZ0Yd38Iyx_R9rogVy7FD_Km_u3D8X0xXmgA9mpx_V5K6xrHNwZ1fU5VO3o7IWseNoWiu7-1WpZNT4rKNi4aPoPj4n9SbW7WLkOVZuNrFuAhA7tSWAq3hwjQ5hDJK/roO-PoBAEZll8agfMnMy-8-tN1AUoZO9OaLqrKDFViI),,,
l-information-dentaire::web::300x600-300x250mobile,L'INFORMATION DENTAIRE,Web,Information-dentaire.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/I7jZK_sqomdcOvrttx4e-Q/yJa-Qrwc8n-JB2WPM9XjQnp8d3nfTM9nVOHDb4C6ufkcQ9eHHbcpp81wBEuLeWPldWxOOV9afaOz2ZeN4h3hceMz3WVSiKN_8HL3CJhUFmXrg2lOWmh8ekuwM3vDhDwvANGOI9qEAPpm9qqx5kLCXZHUkrzrYdFFmejjNI4UjPgyzZW6PiCPF3InGwL23f2H/gZL5gcSWM12EUAueCfcjNTjmAmf-U8dHrSMO3b-vApQ),,,
l-officiel-des-transporteurs::web::300x600-300x250mobile,L'OFFICIEL DES TRANSPORTEURS,Web,officiel.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/d5bhUmWXK6B9kzyZz7vSgA/ibQg1ArHKvGz5zSnACJiuJEF8TRB7iDCiBbWM5bz5qxIePN_fsOZqTZIwtwJD5HpoP__MeTxj3X-xpXUzcIfXt15bNHuRU8icy8z2diz7rZfpcMX4ls6vylkNBIplY-Pu9w0kZ8V20nPVBF3cyXedIJKX9eZ1znyBWznmYYYqns/wzkbuW6CNDftc7T54SFNunuuGM8tgOweD9bE0x2sYKk),,,
l-officiel-des-transporteurs::web::1000x90,L'OFFICIEL DES TRANSPORTEURS,Web,officiel.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/lD2Dbannh0By3RMg7ARKpg/C4BOHjtiCX4X_KdwArdjxedZ6jCnKpkGZkOwZAacbth8G64Nu15K-3Exh7Noqalh4dNxVwJFzHmdLoLB8CsgPQ8kpvpGoQSCX9_lcqVQKEMFXYZ9cFACEapKxJjPxKtvdRkMOo52saN9dt2fRq_V2Bv8ImR-f2qSfldTRh6SVww/g-x0C-qQPnSzfE_APEY48W-S2W5wRQVXsRHM5BfrdAE),,,
l-opinion::web::1000x200-300x600-300x250mobile,L'OPINION,Web,lopinion.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/pZ0nMgnpaiKy_xE0rtknhg/p87BGt-ohyBNzZdO2g47X89i3JSIhhwTeowlIiXjEXZObPVPIHp097tJjRl36Puj9ImgW2d1parFxOiQKBs-oAhKPf6dzYRJNTd4WjilI6_FCaoOlrVRRfP4tPHaDvDvLYEYPCVIfLtzGbOzBgO37gOQN3hoEYMjfquZAncKBXY/2-0PkWaNV1KJpL5JI7IQf3xyYMSoGjwuMPlAB3nag70),,,
l-opticien-lunetier::web::728x90,L'OPTICIEN LUNETIER,Web,Opticien-lunetier.media.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/RvGojBuY1VBNqd7NoItArg/kY5ZsvP0sMzEFBgSlt0GuPHHaf6pKXc_OR45aasFX734cgZDklhLSXdmXKlAlt7b-WktQ-gPrpuQGRta2RkRk0PSAvK_Hgv1qjg91le3NOts5GQebhSarLRNkTUf6jELZs5w1xYVc2D0coeDsYkYOCP4tiaZhguDdtHlfjMTECpmsp9CMOOX4FnSK4DZCjRu/bPAyxDgxINRZeq7DAbtPoNLVtUqIii9QyPRKITdXwdI),,,
l-opticien-lunetier::web::300x250,L'OPTICIEN LUNETIER,Web,Opticien-lunetier.media.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/CtZ6HBLrtPNsK1FIRQYCRA/-J6gtjEBNvIRFBQT2bGPBrQMf6sSeR91NyEasGjnU04oboptORrlCBC3vKtRCSqKCVz-D_eZHNa_TF5UInVe1z3aGU8Knb4bzoccr0aXcL_4OFMATO8Ed2Y0XP8Z6VIrkOZKMf8BZpaoeGTb4UWg2A37iQgMAH8HeYuTH7JjMQZSLvmDrwBt22QtKMEkAISS/zXVaTuys6bwONkoby-UIcA5IO8aP4aOlOvLlZYd39S4),,,
la-classe-fiche-pedagogiques::web::300x600-300x250mobile,LA CLASSE + FICHE PEDAGOGIQUES,Web,laclasse.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/zHpN1pFrs6cwiUZCECwFhQ/iO2T774cJ_q9I5YYN5sfpmfFx_kpQBIZ_iFiQPMRZElQvtFMIWRs5wQ8XgYdtJ_0Fv-dwKrlTAGrSC7gX3va6a3WE8ZLSBWEgvlQJpdMhwpsrEuKlX2d_LwIGDBxHY5Ka1WucPpuAcDP5e5gkgyvy7WBfZkQM8pu9yiQ0JJPWgk/1gk-kfBlxPtWBpNBdYU6jIEbcB6dC4LGRV3QHhOdBAQ),,,
la-france-agricole::web::300x600,LA FRANCE AGRICOLE,Web,france agricole.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/AkQ0ZdeTKpUBsh7du_0R8w/OcFXOogN56jZaKR5c0qcCBGSk-eSvVIgdkLKReyE0wlLNMaVdywwul7IYi44_xtQ-G2T1ZvAHKk91RndGbxDcGrSNhbhLxt0GTxgHJXirnT8O51msK3lPCEU0elQG_4f0inZ8k6S42UDaPRIlYJeZ4WxbHx5paPhWwTpJQfzCcs/nhrRbxLBCAojjvxRj_ykzobGT1X6I8iW_u4w1d2zQzI),,,
la-france-agricole::web::728x90-300x250,LA FRANCE AGRICOLE,Web,france agricole.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/9WCIX_CsKep6wyexa1_Llg/wRZke9hDpuFWYBbJxuc0ytlTDStIzjO90_GQmQOcAIxUOmzITu2XH5N7Obyx-rt_h2jAu_3s83pcUmM85sbgnagKvEIZIhuTpCSR8uTzoiSHEGZCyLeeYXATkrduAAv5uNhQ5FJacB6Rsq8MCn6_FKFFcnVXZf0GcOm7OoASU18/YcBX7QNQXlsz_eFKDK9w3eN5KcSa06_mweRmiGDParE),,,
la-meteo-agricole::web::728x90-300x600,LA METEO AGRICOLE,Web,Lameteoagricole.net.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/dcU8IbRyE78ewyjlC_fB5w/6zDMq4awYcFsiAQfFtnEy4olrbtBvvdeucELob-EFQ2TUQ52h9QysU6t7qiA5XCr3WgBD_tGsl2w6rarA2EconCbreCbtKPA3oLGO_UxV642jl2DLuBWv8iHhg5NWfoLH18mClpXN3alaz7hfCNC57Ys7uo7vewFfRsWuV7thwc/JMcu8fuiyDbudAghXwl6uKbtASiM4NlQjGMu5sjcYQ8),,,
la-profession-comptable::web::728x91,LA PROFESSION COMPTABLE,Web,Laprofessioncomptable.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/_cUsdi5i-vryG8yqSl0NYw/228qViLgC39h9Hvv-18oPUHr-S9Jk5rhnxe3tnFM3jXIjWx2b6EBoPcU_ue89I2RtS7Dwoa4lCNzlq7WSvx9AR_J38YgbhBHSw8n0V4G_otuhicC6_zcmp6kJo-cvG98Xw-MCOzhIhKuvqltVfLN7guK1adO52afE06RKSqgOv6FP7cPLmEgVjaXJdWD9UuC/vppAsTmVOr3oSxowEyCp6uWsVH3qV1gHDDe438GKuhI),,,
la-profession-comptable::web::236x472,LA PROFESSION COMPTABLE,Web,Laprofessioncomptable.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/R6BYzI1X8eY48RWijdmqbA/x75lFXyYpfaZZkOfGflNH7hDJA9Xbwb1UNnXbtjgbzGosTYKWwwpXKA-Q9eMsq91crc3p1w0iax6f2EYFySoWWXtx0ZI32tMEskVnnvzaFLTg8wsqY_Yw9QuIrzTPLM7XK_HcLmhtyseTaaLq0UEemxWV__ZDfmYy7NNDvMYKV3fcb7ndiikb5i-KhbbUpdT/lj2gKGxaf5Vn7irzWSvyirb_ZSxLMyT3_Qno0ZJEifs),,,
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::web::300x250,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),Web,Larpf.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/s1VxkX0jCFXx6HaHeJNVSw/D920G8FwTRJO3dXeWhz0mi0vXW4Bnq12qV61TAuFv66dYDOjkdR-kxvFBcfg1EqWHhxC2p2RVST61g5l0G73WtF2DhILxIemRBcuX8x-s4EJT1MRadP4Ld2cFNq6MdUvf-JEuYRgdY3pV_urzn6UDIijK-tenA6BCb78ARnOWW8/k7mK6mjw9am-AckKgDAPYVGdkk8boV43oNNflOmnPHo),,,
la-revue-pratique-du-froid-et-du-conditionnement-d-air-la-rpf::web::728x90,LA REVUE PRATIQUE DU FROID ET DU CONDITIONNEMENT D'AIR (LA RPF),Web,Larpf.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/zZq8sg5_X99Y4IO-6RsFxA/LnDkmsEV5N4HgZqWopNzg3_v3oOEu6F8GSL1A81SkhoM5gQ17vLSipBW7VafRLlZgWOYg5VSt2JQopMh_OsGqdZJEOmywAfqWqQxbwnHcM2bGiHZtdzh1iD-p8tfsPkM_4tJfpIxHXgD7eCyLnEnU8jnDeCDhaMDlsaGliu4vUA/SIgyPJh7ppnquZSgppJ9r3XXmZoVY1NbfC0nSKut8wQ),,,
la-toque-magazine::web::1000x90-320x120,LA TOQUE MAGAZINE,Web,latoque.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/EF_Ld3v9SfjkOqtY5T-yqA/b-RQ5lrN_pouh0xFs7vK68i2N_UNOl_u6QXVCgvbnqJ3Du-ASDwm-ZYVTjPHVPVJ8br6Zfy3Nn3iVkltctaQBEbDlKoVUI-vFre65Gwks0zRJYbJMHllxy1G6nbIywEuZA548bnYYwnTCYQCHh5cdSxOr4pAn1uVH13VQUqWmiE/maRqK3Ykk_9O_YEdqGrEkgOn9rYZ1pRSs0AGYRT00RU),,,
la-toque-magazine::web::300x600-300x250mobile,LA TOQUE MAGAZINE,Web,latoque.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/zz0aT1CqHvP8-J-lSSMHmg/T2MJeHQr01X14oEbPmZJ13_VwBMxPv-sW1Nu_5GHhY-tm8p-o6ZUfVscnq8zpQ-orG2tzVHcwbCX9r_fU79BUR8WAM0Q5n02ZwUXChEbU-vAWJpP_g54rwVMtiqHFCyIfxXhP3Oqy8C2DjbtaA9IxUP0gMtjgV35tLiliqUIX-g/jkU6ZT9urZc2anoIDb64x7S_fpVIdlULGkzyPCdpXjM),,,
la-tribune::web::728x90-300x600-300x250mobile,LA TRIBUNE,Web,latribune.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/Z7OI2pN1O5kJjl11hrHE3g/bU77YCstfAc68uCVJcggvnTyES262pbgABHt1IvTGSLgFJPiscoFWPaw07pZQcaq4w5NXOIJ8BNDjo36D1O_uje94yS-4t-OkUK7lmxUZLG921eYIACWdw_gZ1kcvmpotbPq6lsS_AG5kUOWwMHEP9DuUBhcw16SIjU1MZccmUM/YO07dc_mAQy4yCRh9_yetG8h1_6wkqyHI2s7qmQsrlo),,,
la-tribune-de-l-assurance::web::970x250,LA TRIBUNE DE L'ASSURANCE,Web,Tribune-assurance.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/Y6o2PFMH3DRgsvhbfxcrlg/wPXQPtYJJA_vRlK32qhD10z_IesGZl5VNQaPWMnYH78TSSW49iT5lSvJ11FKpTQmVzGCm07VmTE7VgxOhhnzaYsgoSpFBeC8-aN4nbE4yYYSwDokDPGxFdIamA2s_UjJAu30wPXFAwtZySDS3-vsX_Uoc3Etx1o7u9aKzq4x2Q8/biF42ekr4RCTnYrPIJc_fffg0PY5B8L1_VGAlW3Oxfg),,,
la-tribune-de-l-assurance::web::300x250,LA TRIBUNE DE L'ASSURANCE,Web,Tribune-assurance.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/R1D9HQv7aZMGIBJr3IeAUw/lFzwqXQUc6Tf0qbd4FtaAFgwkYeejM3XWFB2qA9Ub2bnCUAJIXlLHa8vqWfUoYBL6UryfvYLpU2kjs_RJMwLuWPTxMHLSqMjwNsIdgu4h7R9oCkns5_AAudQ6vzNC2ZGv_hMcrb86f7UEvoBH_K1MNeVjo_X6OWNayPdwB4YnyU/Zp0nMFFQckTlA-hhAfoS8OoB-MtTF5UnqSsid3zVNsA),,,
la-tribune-des-auto-ecoles::web::322x322,LA TRIBUNE DES AUTO-ECOLES,Web,tribune auto ecole.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/uOA4cwxettaJJ-AWGbgy6Q/hPebCDYQImpPVwcvMZXDvP5TvviqnYtNuLEt8OeAGz6KkBzSjp0zCvvPs62o5CXVkclKJNuD_LHmlow4wErg5D9lEEkyi3CpgQJyxbqxVaRD37mztop44VMXX7cnriEinCdZNm6hesxGcN6JFGAYT_w0S77pldjFcHyAJ16jOa0/tPiWQblndrnw6chzlmxtHaLgUBZqAgFBr8AjaGsIZoo),,,
la-tribune-des-auto-ecoles::web::730x90,LA TRIBUNE DES AUTO-ECOLES,Web,tribune auto ecole.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/0qi9oo_0E4_fpJCc4Ajyvg/6oxluFesoYv8HPSy1iWslTRsShejTgj6i3ZSc3MCp14zaoa2EO4w167eGMhgIUWHLcRIiI2vugB7z5eTfo9w_SRXlyzOPr1KC2M3SMqi4cq0qBKzPXBDxNkTPnmnBUF5H7OOY4n2RoAyhYvN4kSNFd2LhcOCTKkNVNy81SKl7Z8/nPhUNMyrAaDyrCW0RkeBTzT3CIS-swY4LBfyb0bBDUs),,,
le-blog-du-dirigeant::web::728x90floorad-300x600-300x250mobile,LE BLOG DU DIRIGEANT,Web,leblogdudirigeant.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/k0c5vBgkt6A-bOOje2bFwQ/iTf87I1THk3QuFvCc79EvwkQR2GWzE54Omdhl1a1N_zbhZYYzmj8H4xUOcK7AEmJ9yZKPVIDqlVTEjuBVPFbc6-BQ7dvPJFC7TpdEuQv5lz29NUgzv4skqbpU36gI5RQf-yHMIzLonLrWWBI3-gtWW1jffH3QOV5BvDdJNfgM0g/qfLcZVBPIwgLENXdGf2xn3UhDtzQh27WTsKGKLGHWB0),,,
le-courrier-du-meuble-et-de-l-habitat::web::728x90,LE COURRIER DU MEUBLE ET DE L'HABITAT,Web,Courrierdumeuble.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/xBlHK-8oJb9Za6okxntQFQ/9h8vVlv_gR62gmkYDTAERdiWpZ2YIuzdJl8ECMj4EwKTyo7pi33jRDXHNZssSvBJfi07ozVaQjDtvEAz63SCWwGjnxGV1s0qUjQ9BoNSulIwmwOO7eIYmGc7bJ3etejWj4VV1F6rRAj-b1sqgzaZLUJ4rswi5u8S-2RVk44sTtc/i3eJowV10HPQXH_YGSygKJID3nhM2wsQrFbRfl3Voag),,,
le-journal-de-l-automobile::web::1000x150,LE JOURNAL DE L'AUTOMOBILE,Web,journalauto.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/eOD-J1dbt58nB9ctufZvcg/zOnqahdKWmfyKjz1547R0xyybO8Auycxci4771tnKpSeyNb0i1-kjfn-F-r4nMEDJQVgYmnGbPFw4q5HlVXgkKAhosGSTyDKlwWGruYVEv3xowSh9z3Fr_OXFTSwCp9sULxDb3FWmm788bwj-q0v7jAoWIKMfMka5LTewNYr3Vs/TLXrUWP3A8kEBeeQf6GXFNC86wrDOIMDIyQbje7kaOk),,,
le-journal-de-l-automobile::web::300x600-300x250mobile,LE JOURNAL DE L'AUTOMOBILE,Web,journalauto.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/jknLYE8euODWYvok2Rz76g/c0HcEnBjMzW8K1qFTPkdIUd8TJf_r31boyXf8uolZ5XB0dLBbV3CsmhCQpulvLlSDGOa1kB_7Z3P2QOX2_RO2DLOQm1iWL_TDZShoiniheH2VI3Geu3FC3N6N-gXqULJtXK8aYtoh_icRTGihze8n82AnCsYC58MsAvIgdVmL4M/ovz9cZ8pgbPZFo6KwJECb8O-82iXsYz4NJ4D-mnmUwg),,,
le-journal-des-flottes::web::300x600-300x250mobile,LE JOURNAL DES FLOTTES,Web,Journalauto.com - journal-des-flottes.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/H2kVuvMyY4g7sedVVPpVGw/kZ4vQ25EYbHqIUWgMVhxSzalkzwC7cnqsZ7jgkMWlhm0kgeW9Y33GuzQbQIz7dz2UZEj_9-69hzia-qUFu0-69YYtLpQAIqohRIB92NkVAqQrwLw92Q8nw496DuRmLXXYgjNq50Dlm6hwRBAqX30o0e2kzGwyQgRDeCVwkI8P6FviIgMQ3GP0R4PXGwNV28P/FTxV7nPnIt4vbL0w0vJvNR5PKCOFvV3Iriyo1O6vUUQ),,,
le-journal-des-flottes::web::1000x150,LE JOURNAL DES FLOTTES,Web,Journalauto.com - journal-des-flottes.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/b3K5HjXfPc043001dSI3Dw/TM98rYDVqKigOJoADRnuzM9lAqEJsgpLo0uob7673S3mEgO_sMUsGytzaTmy3-UESWMnZZ4zUvbEzX-y_N4ZO1WWrKgL66j9_dLBLU8iA-SkTelUWv_ghrkGYf33nxX7RrAkUTsftdU-4f8rCnDhmSxRLh6z7USrFn4suZZ_MybF0hs1qJJAXrEQV8Wp47Ji/w0K_rbprQPuGnnQQw3IzZAOz_YsYaqP05xe-Gxxx8zc),,,
le-media-social::web::728x90-300x250,LE MEDIA SOCIAL,Web,Lemediasocial.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/dzKCJk3VMpJ6wA3KExpfxg/KSzl166nIKhuYrSx-VsJyABjVKofCJnCO-dXq4S5d2TkKR5mmWTu9dvfHMH3LCp3QFfLCejp982afvmcif5l5AF6ofKEAkmatEo3IUtBVRBRelSaPJvEPXHldYlfBfX8y5dmq_yQENJyT-K5f1dy-TlSts8iXQVJ_sOXCRVGheo/YPHGn-32Yhr2WN6z2nUFn7JEmJAPlLZvT9GlT-r_CqY),,,
le-moniteur-des-pharmacies::web::728x90-320x50mobile,LE MONITEUR DES PHARMACIES,Web,Lemoniteurdespharmacies.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/JBJTJ67fJn9g9xNUXIyspg/6O46U3OujRCDscxuVtSXCB8yhcHVfd-4_y7baHURqUlSc8-jCLRLuphweB5gqoD3NVtSF8vKtaZGkWSU_XDWlfbluGHkuwIO94i-WVNRwnYpthRThn1vtxem2RrANhDyoEjPgpLiNP_nnU7llBb0lkw4vw2_QnCfD40aPvoN5xcgageTBlaRmIWeTxx09Csf/6QfAYHJEJCmaiymlgNUrDA6H-GoiN19KI_Hw6aZ8doQ),,,
le-moniteur-des-pharmacies::web::300x600,LE MONITEUR DES PHARMACIES,Web,Lemoniteurdespharmacies.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/KAJHZ6pF-Gv8xeVwxSIr3Q/LxzkY1aDyV4meUp5O7D2zYF7OBiWw1F28ima9jMNI1-alNcBh77qI5iFe3U3S6fWMkdsSNj6BlvKI87fga5Ao_nj6eUUwEP3KOHALJjopXW_5tcidH09ZfG7SVM27ufGp07Qm05hrCZIIILMZLVi6NGPwaTCt2YusVRcfbJfqaWvdlVHCqc9yrCdL500U2lq/R7ugQDHt4LT5x0yGNyn5s9H7JU_Ql7Vjz7ouhL7ijhI),,,
le-nouvel-economiste::web::300x250,LE NOUVEL ECONOMISTE,Web,,,,
le-nouvel-economiste::web::820x250,LE NOUVEL ECONOMISTE,Web,,,,
le-papetier-de-france::web::728x90,LE PAPETIER DE FRANCE,Web,papetierdefrance.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/Q-WSN3EZpjtiNx87IQjfbA/REXXSgS91koPm9nhaHmRAUcgtZwKmiYApGg1B9lBww2Pwur8M2FyOh5Grh-0azxCgloaSkZPYhUxjI_Oi1-NItid9xrQDw9AJppuHApHKD7IXCoUciXCV2swKOHQ2Y9f5MfRiGP240CuwQIgARfAQ49g4-5UD4pKLK6xJPBTuB8/bkqsmbY7sUuuePHdOgmXJYt40DCTpW_5gR9esMDiQss),,,
