variant_slug,support,canal,fichier_integre,fichier_url,type_de_format,notes
le-papetier-de-france::web::300x250,LE PAPETIER DE FRANCE,Web,papetierdefrance.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/_DdpPpdCsgrAoigJnANJEA/Kj8yfplmARFFn-15YAY8p4f26bqSG8voYJuk6m0Xg_t6mvBRm-yFzZI_PBZmDz8HpW1kzfG7O994lanFWmjn8CQw6bVO6xjD_nkgkl-xyOeDvkegFX7_TptXfEhxDv-Gdlgzzc5SqCYtIEoZCSp6CqrjCGY1az2C-Z3m-2aG2xE/MqVJg0J6tzIlSLrhod-wbAWNUq3uHYw0j69EFDrEiac),,,
le-point-veterinaire::web::980x90,LE POINT VETERINAIRE,Web,Lepointveterinaire.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/SeXuXXnmsiXpSmDldVIRkQ/Bv9YpXTpU9m19kMPeTj-q2MVp2adXoZw-OPa3UEsWR63uCG843AqoOHSqybq2OF6yYZpDIrxiuSnJC7HGnNph_Z3dAyGRyKB69R_m65BE9WAwNQ3B7XhN7vymooL1JgEpcyrU662Tp1O14cBWr9Cotkglx_vlxh4l1VyDkjUWK8/28x6LhGWdhf14_ukKvwZCVr-A5VTNEUu_sS0-fl7AtI),,,
le-point-veterinaire::web::300x250,LE POINT VETERINAIRE,Web,Lepointveterinaire.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/IwfDPWXJjh_rENGWxheYjg/c4KpGiBr3ghiF_HewxtEFiGAezvQ1fg17B_E9tVXeASttnz62KinqflNEGIWOFaSX074rOETmOMikv85pjVRsnXw5ED52eY42ravT-Kbb2oWxNTd-y9ZmZGDsl0Ozpm4yXKTh2xkWwBSDlWDKj2DOEhSIN6vrcl5QGmSUjMA0CY/lU9x-pb4_d5pix0IAQerOEUyM0yIEQFyyZDYqencWSc),,,
le-quotidien-du-medecin-ethique::web::300x600,LE QUOTIDIEN DU MEDECIN (ETHIQUE),Web,lequotidiendumedecin.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/FYRbSuakWAVhIHmhQ_PlIA/t89qWFX6j5UBZX0ecOV42azfMncAOU18ol_RmPAUom91Df_ZnTj1NVlalIthvBsOa4PhcMBHaoDfDzmro9Y5bgbdYBgmUORfHLJ-wfkaPLR7UFVKvaWuv8EBR3kL57PR3cvBdKlyNbf5pTO8Iagn1upfXLVx3M-ah7Zv2N8L-D37J1IQm9BojtmdHi_MjaA5/va4IC5lG2vZG7qPQ7hzI9rwofdDrXIAbXogbizKJlp8),,,
le-quotidien-du-medecin-ethique::web::728x90-320x50-300x250,LE QUOTIDIEN DU MEDECIN (ETHIQUE),Web,lequotidiendumedecin.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/lXlCUFw2CxNEDQMelDL_tw/HWr5ocapiMvI_-B6uRmvflVRDtWz68sPiIVsM0_WB2wgSnvYHZWOr7ACbWkJsg1G0Y8WJdejDM8tsqvWdN05VH1wNnoBU8j7u-56K7GTTPvQWrNZF9FyICuLyY2C0qnIxf2QgfUqa0eEMi8XFsdKx4GWaxu7oGGct2UXidhwdOUB_xv5wqXdDYXbVJU6QVNY/HUgENeAicbjmiqbP-pMIcokcJUpm6GHMf8vtNgh1WJA),,,
le-quotidien-du-medecin-non-ethique::web::728x90-320x50-300x250,LE QUOTIDIEN DU MEDECIN (NON ETHIQUE),Web,lequotidiendumedecin.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/lF8GkcxolTbECUF-vwAbow/wf6gtoIDJ1B9YfFAEMz71gTAmmpqn_FBB7q564FRirx7LqLJH-Ofmc61gYaH7VfYOiAjhmnQ1GdPbTtegF-RSZ-ASYGBi8rcVY0HWkghU4ruInndV6CnORT-nnLMQIum2OpfNlhy_0Ex6JUVlLKHusgBxU9nfHZdSCCUNxGXwitQQoso40y70tlqZG_5wtyD/Afz6umUiTlNFIpOrHthzmUtTQbIVNcjKjuGZKvDI9bc),,,
le-quotidien-du-medecin-non-ethique::web::300x600,LE QUOTIDIEN DU MEDECIN (NON ETHIQUE),Web,lequotidiendumedecin.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/sIBCUYu1WCL1Uz9_oRMk5g/sRlx_vXPaRtVyQM6i8s8XXs35-Pp5AGl2WzVuuzjMbuY0eA69gF2g8mNjCjTCN9Gt2bk_t-vUWdpSlHmmMQ7OSbHb_vymz7ZRMya4ghP5V1Xca6S-OqI8i3hbj72uDGj4zNQ5CAGuG1jvri8SydUEgrQ7aHsuWA4Btmv_br36koCL07GxL7za8ncldc_6Fps/eeH8yo3OkG7UmBz9iDIc2EX5z16LCwmCtYUXwxUWEhg),,,
le-quotidien-du-pharmacien::web::728x90-320x50mobile,LE QUOTIDIEN DU PHARMACIEN,Web,Lequotidiendupharmacien.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/ulQon2JnYPPJ9OS9f1HwXw/Whrnidy0OOkTbd-r-2mb0_EU2UQsoF-hBomfUWcSLK2TuEEFOtH3uPcVJeMCh0tGWxhLFmwm28W0ldJ8lD72bcVR-HCM_H5J9APijcrAtZ_tCKWv-MXCctXbKXHlXAcfaWMTmHcxDBOK7_e7oWQAT0UdEFtqEYIcm3x1agjiUc3FcIgnQr6lPZfEoMBYIJSm/SUWgOZQHpvzEGMpuTf6x0v97Y_hJqSPRsPs7HPNgbnA),,,
les-nouvelles-esthetiques::web::300x250,LES NOUVELLES ESTHETIQUES,Web,Nouvelles-esthetiques.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/5XAgPlcn6La7qe2tx5VZFQ/fo2XxLTdishUxalRqNtCCUAVNvcPgOYMLGxx8fVWCxkomhoyUpmP59eE4jqx6kU0_l0q8FNQC3a1aObWSXpKtRi44Qh3jMzw1g7DfCNw2i3J307NvbhjSwy0UHLyrnvpiITvNJV_EB7y-ZPu3OTxK_zWD1tyEpIyoYeMOwyP9r2J96qRTVQCXE-YWLe0XSs1/eKlAV08KK0cxgw86Pw3EwL-ASI2Pe9yynskRIF3VQ8Q),,,
lineaires::web::300x250,LINEAIRES,Web,Lineaires.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/kKaKzO4ry9yoeimGoblJww/kEBHinVE-79WCLqBB7a66L-ygWWcEmQyQwSmUeH3u_-Yoh1lQIDDE2ucR15Kw8b0A5dySLvUEftCZmfPSR5PJ03WC0v7IGPl1gBRNJiIEs3mYJxQKDGOTLxOXRQIHy8niuWiyUWElqpoQy_AxjoAycx_y0V7pF4T6KhNShXMOiA/Aoe8sdxmiek-njweRsPk_Fj581o03usFwQ2FV-C5I3A),,,
lineaires::web::728x90-320x50mobile,LINEAIRES,Web,Lineaires.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/u-ENysnvmuBBNmUBIVAI9w/6EdG9Vfan52fQMAHzN-LBGVpCCkJi0yczIuWBcQs7WBQG_GJfqOwvEnacdCEdd9SkkdKB3HbrNnKpZ7btrSsFWypMWGncEcuX7a6eC7nTEWWtTPLj7mQhb6sN0tX2zoFHDZ7dSoRcjxOsmVxNsyL1fRwWxLj1V5xFK7Bw7RJ-Gw/l9j9OIALDag-QOWn-_iusBDV0nCFAF4M4Wsql2cnqRs),,,
livres-hebdo::web::300x600-300x250mobile,LIVRES HEBDO,Web,Livreshebdo.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/voPkZ41TJQj1sbT5BOQJVQ/Y2cfWeZqJPzXzMiuK7340wUotvVTuhLDK10zFMH6OhMqXaRhNx-3CcWWVeVX1ehbtXRSvgH5MTjxvG40bto8mgUYo6n9QJS4VnVcKNdmhQCghiApze9j-2BbcTJC0fNigzyAvU-ueuSSJj3E3BwrOrNXc9E_s4ynu1YQaorLFrY/GCSw45DSROMBjT8QsZmX0pUthNAR3Qbom2BPO3dfwoM),,,
maires-de-france::web::350x290,MAIRES DE FRANCE,Web,Maire-info.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/dd3Q6xMH2yvu8QE6qGNulQ/Gu4tqqdlsQeAVD0RklRKqLVC96ZXuAU7qAQEymnrM5_SRRy6-gtj4X8d6AdwEXmaPmf5BkxOHhAUGh4vHBdpGymj_npZmGzMpPr7KOV8O2pwSLJF2dIam9T-0FYkXwimK_tzUAR2IIvxChCcMfc1YqyA7JvJ8qyRmRM7vYCqGi0/cGpQ29R-9P7QBwAyJEzuN-W82EHAQ9IxuAC7NlRMBQ4),,,
maires-de-france::web::920x120,MAIRES DE FRANCE,Web,Maire-info.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/G1rI0sJazvbVEnaOkqOziA/AdzN6dwWtgy4ex0chohReUNM9y5iNA-kD5DaLBVJWmmtN60sWK96KEyFriM8tmN_Mb_EhZb2YP4lGPYXR0OrnYgzPdbAINT9OwPfcLOZuLnuFsCjf5R-jTzFbWR2vrdudX96H3inYhSXzSRSNBNjm8Tq4m6e7MXWIAVWUlzecG8/6w-a3-E1TQbqb6cYI1aZxp-AY1ubuM2jfsCiXJAf73M),,,
maires-de-france::web::728x120,MAIRES DE FRANCE,Web,Maire-info.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/lJgmn95Xw6gT4xZca-gBTA/Aw_kkGdRIgrha2WdtaYWPPA8CQl9Wzz85Qf0Gr9W4ti4RsCpTWBcqUK6X0KJLQa8R7P9-74Yh95BpWClbfhufJmMU6jVGkAVVZOkaxhmgQvzkBPs-GNyL228tn5wILqjq9qX_vvWV5pmcgq3WUsN6Rpgv5oFN1xY3BF3BMxO9gA/27ZEwqIN6hLIRLBbbzN7J7nSZVaTMWA3u9STRqiEEFc),,,
maisons-et-travaux-pro::web::1000x90-300x600-300x250mobile,MAISONS ET TRAVAUX PRO,Web,Pro.maison-travaux.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/SLwsd_jlxdIVHzH9TGDrOA/Bfj9bBO6vDCftd5r05DnpbpKgTpZi6avzZKmChHPs8r6Axa7_ei1bO52RweVX4Lpq7EHe1AbM0lrZNjxIxwrdXziGRNzoIPX0GrwlMPL2OWfkuB2TWQdoLPJJLxWr6WQLbGY6PG3udLXzuxxw3BStkraCXwZrmadveP9-ROMGtQ/lsbSE70flM1whn3QEzwSIGZwDmDkRGfUswX0MkQTaag),,,
metal-flash::web::728x90,METAL FLASH,Web,Metal-flash.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/SOgnYzYtLzG77NkruOlO5w/zwwlk7NzZJjCXxIDJLZjgwRGv4Zeh64xzvGgbtTU2J9PT6yyrK-f1J8a1BsJq6c_7Vp3GjRHscQEB3EJ8iWJz0fJSH5gNFAE8D8Z_L-ESQdwWpGbLDCMltntsFXDhnuMvbh-HESXFmhpsAyz5OLL-RwTqlIQT2wzwpY-u0BZCCk/4qCLtzkR8ZjZvCVAsUSeERPO09yFzPlclq3z3oVaN_U),,,
metal-flash::web::300x250,METAL FLASH,Web,Metal-flash.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/hq2eDasL9V-I8cqaQhs7_g/OGqB5oWiFxQX0PHiRK6ZcKSHyYUQ8gxuVRlr0JkhPrPQo9uxS8SJTr0crnyrBP6DxRzfIeDDU4rTZMkggx42x6eMm2u6DE2cvzyHr_xK8GzRMGwk8Nj_wmHTLfh2to2SrgVSlNEK0NGzWueHLCuKGKgIkm39mmQkZjDhndiskwk/pdTtn47ktwoFcMrEx1w66TsVrmG4r95NgL3EJnVISr4),,,
monde-de-l-epicerie-fine::web::300x250,MONDE DE L'EPICERIE FINE,Web,Monde-epicerie-fine.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/8d6ACKBaaAK-OeHgXfzOQQ/pgjAPwEx2bI7L8X8bal9laTUmxJemoOX34xDifpOt1toOWVd9oeICmDhhtg7iq6PHpACGqjkbz33qwZxBgvk86I06NHStcVk4gA60lDrIgxfzScRy3ClYur7Jfl-Q6ZS1AtMqo0x0B6DM_2ULpeVHrTE0MjRAhLJ7OX759xN06pUq_bwdL7ffYNm1znlMkvO/M3_uJwuJVo7BP5ZLvbVd4h165KaqkgIR3xL-jzNaFkw),,,
monde-de-l-epicerie-fine::web::728x90,MONDE DE L'EPICERIE FINE,Web,Monde-epicerie-fine.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/rS9NuQ482WMY_V4h6K-8eQ/qJDjjzwcXuDXUN9c78PZIzNGmaucM5QEBXwr68up7BYrgExWk2GWMcAuW3bLGZ2AXxNLjjNWKH-jFhKi4leoAJONblXAAj0reYcL99hh59_KPWF1ugnOQAqVXwLe78zuLmiR0WOS3RcNuMU_-01DJcXNl7g8yWZnK2CJwpusyEVTE9Ka4AXm6v45r4Wz6lXl/8U5qX_sI-UEvUmhSiJveIclk_x5NGOwwBkRKn1v5Yk8),,,
my-rh-line::web::728x90-300x250,MY RH LINE,Web,Myrhline.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/4IDun-mrcArUTXr2V5eeCw/LelHjweJnJb7lLPDEaGdfCYZpdzuBs6dCOqd7_LVXwpzyHtZ3-rmC3DMStkv8VLXMGnfK5PXq0JeT4ZvDX7fV0NX9TVlLe-WhazAs0RxSJpfNELeXyPJ0tzGwVGScnnWT2z_DlyGK60sKmBxenFIH-571fZE1G3aM9K3s1trh7M/EOC_uXckMxB0Et5DWnU1XkWDeoJtK87phNUn_cht1cI),,,
option-finance::web::940x250,OPTION FINANCE,Web,Optionfinance.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/MEIE_y0lXVo2Y_pBuiBo6A/GmrY-8dBi-Rne434Oeck0PERU6BIEQgpRy0PqKC9sc54OvFkrLeeW3yHCPZVklgON_i69j1eLew6KRlCU86W1jFEGFqsbUFbUMTjFN_fBAFExN_CGvARGEgDODMIxaJMXhzNSZYlbckYrNFQq8TwmSNWPIvpLARW-f1OTQZMYHY/Vgn7ZrWt6nK5PhseX7Z0vVQpkKkkuvjdS2b9CeOXYqs),,,
option-finance::web::300x250,OPTION FINANCE,Web,Optionfinance.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/ntgJ7QYguIKVlBF0rtOJ6A/9FzXAYyN1Rc27CU4MPjTaC-FTfTx7okpSADKcrdakqurpfN9g_dsQsPlMKKFoBjvoYOrilkIShKa9FNvT2eBsX7kas0_b95eq6oU03863cU9lANxr5CiLLRk1oUs3Lon3VCIxHNEwyC2ToqdDmNVrOX2TpjPStHc4V_c8agXBA0/1DpXFQ2m1h5-TwSVXfP0esabf7ADKsJkU9Tti0mW4lc),,,
pack-generation-de-clics-garantis::web::728x90-300x600-300x250-320x50,PACK GENERATION DE CLICS GARANTIS,Web,,,,
place-des-commerces::web::728x90floorad-300x600-300x250mobile,PLACE DES COMMERCES,Web,Placedescommerces.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/7mPNY_8OhcHkc2QPZ6PkWA/a1W-2aCPXRUghX2GL3oDHfC752k0kzmcjaDoYld8Zz-EAB631fkLHCCBlnXzzsBsL1glbCGlqi-9c_B_xIeyaD5vxup32wa31_jIG12n7u-d6yKPV5THY0gZ0M_NPCjp-hxJirdDDTV7-AfQwVSlUD1GgdXOBt5BF5msI8Y_x2Y/dV_IJv-s76xpNrzh7a97ib0aGrMaRC9Nk3esMvp76Yk),,,
points-de-vente::web::728x90,POINTS DE VENTE,Web,pointsdevente.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/dQrmMU9tW-kOlTtmH8M-vw/4DA-2VGT26jUhmZXujwcx270wMBTbg_p28VgKO27zsXs4kci_S-KzL839hlFM3jjiY6VxGQKSpjTdDUVL6HIinRJ-XPlFoOFOi03VT6JOgA9Uj966IjtxdJYrM7qFQlGdZ-YXotGJidluGy6EOYt68hZ8v30Rc8b2pCFOt5fRJ4/8M3-7Vozq99uJir2ZoklWpTkdhLeq72QY6bijLj2k6k),,,
points-de-vente::web::300x600,POINTS DE VENTE,Web,pointsdevente.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/Bw3wFG82Hy_3kqxffXdSOQ/PXyJqk6o1czqYEAXrgA-mNWBfCNUbA7HqenKtys9_94_OpWf8guezLNoXV8LtyuzgQkl0BwlERgNLT7OGIzjO5Nplv14oJTK0T2kq1iK9jiyUjQfTTkB380elb52U1rBolrtb6tIQW-06mkzT5DEdEkF3Mn7yCLM1kKODtVl0xo/8PAmFq1Okh6v6LKLXIbrAnCj9cjoZ2IKnAC6wFa52g8),,,
process-alimentaire::web::728x90,PROCESS ALIMENTAIRE,Web,processalimentaire.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/ZDun6O5opFSuCLw0x4EEmQ/i7RkTweRQCCXGQHNvTmMUmejUMP0406qXtaE26kpxDd1LuCO5r_bysLaE5cfuQqcGoLXD3XSlOUKg28vgCHNTY2wQ-D5vXMWY7pFOvvMldC32kCH0QaGBT8ztdS3JJReAw5LCOndsgPnhh-TyTFp69WmwChFFdArJfiherJOpWVuls3kagcN0VHWya6dGQa4/eZDtkqskhskHuKh4frJt-aAEj6q6XSXLZm2znAIdMl8),,,
produits-de-la-mer::web::300x250,PRODUITS DE LA MER,Web,pdm.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/OMIvhVz9U7C0mj4tw9bncQ/nFjNaU2zA5F2or1o_ExF9R9QMY8otpNeT9yfkCfakQRKAkCK22ON9lOp3FlNpXgNHRdHwboY-_mi5dG-Fs6oxNC7IbzylapmmSj-erDZmxqnuIWP6hTu0VAv3UGM9wIYEgkn-2v7VqXP0OCueC5rZA/_yc0G1iwIme8d6bCTimGt9eyUm9x30bX1yDBpDh45rw),,,
produits-de-la-mer::web::1100x140,PRODUITS DE LA MER,Web,pdm.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/drdy3s6JTzBl3E-NC2X1kw/cnOWTkB-NfmBVwr7iB5uOyrD90eJ3rzHiheW0QEwsCehy9RlUWBIfEtD6jN-oY2C8BtRuJ52WtlJWidVMqOfURiUzVDSbK6aYIu4gb7K1bk0nNqtAaNujDwm9enAWPiy4sBzE90uBNOqR0_oJQ2qeQ/eXu7d902uhjnXjuqnbS6PVOw4CnbU59pUbkbjVgSGWk),,,
profession-cgp::web::250x250,PROFESSION CGP,Web,Professioncgp.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/wrUSlWZsYsQorK9Mqq_67w/W-6VQcRqps9jVC8rirY7kLX7FrH_BxoXU5ikZdBIj2zIBkNLCKZl5T8XWjb4g124HA8iiXRHvEnI32Ym4Q_oQ1Ps1ak2HkueIGYDcF_7m3F9kTeUhZfRS3nO9T-2WUQ2VWpsOsSMWAXe4lRPHRch_MCMR77LqlyUTBdLZzIxpfs/qwuB7s1_Fg5kjVqwT9hQQ-oDhVCODyM-oGfvSAU388Q),,,
profession-cgp::web::940x90,PROFESSION CGP,Web,Professioncgp.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/GXZSAbGoxuFaxPR2Zqh36A/QSwBVYLyCQ04-Pvl2ALUXDgQ4_vSGMBMDKr7n9n92FzMrvaAH7qU9PvQpZ69ai70xRs6p6XLmM1M8wl516JeWBAaajCBhspBe6go5MGuPcI7eRvqhYEjwue7zA-vcv31TyDz6E0PwqKSizM1KzFomUpmcugRHsEKWdkAizichVQ/hAcCbfuBqUACpvNuBt73iIF7N_w8IcWW0ZWsf5ugfio),,,
rayon-boissons::web::728x90,RAYON BOISSONS,Web,Rayon-boissons.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/WyNnnUMbdNpTjqcsF83H-w/F_X8SChdtaad1iCTLLFJl5y66F_1dhvjzqxlwzSFkAwc-9jDOuQ5HTSunA8uCE_PnA0MsK7k7RIgobdldEJh9blZZQCccIidpKkGZt3k1cdJOeFXGUjyQmaNVRF7IpClFAvxxBH-Xp7UVGcPq9_eenN2Q2a-ke5azVCgba0iVYs/RblQSrDUT2nLCUPk2_s3FnNW48W6bo4JvZP9yth-Lx0),,,
rayon-boissons::web::300x250,RAYON BOISSONS,Web,Rayon-boissons.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/Dr44-n86zxSbvpV2deE14w/dOQPgn8yr_Ceg2oyXTH1OJDTEHYdssnIo0R7AQD-gZRlMH0pn-jPxUn-HnBkcgHSXazKtNsph_nLw2-N0i4GtN9-xo_zySgYwz2Rkgh3S3CyWjytACdTykEyCjXky9l3ZthA0ARBto3kcKd4R0aujSWCGDExFoxStLy0c_Oku3Y/Lab1e0Li5mDh_vDNM3qbc0u1W-6DoJamGhK1Ojy4NME),,,
recyclage::web::450x750,RECYCLAGE,Web,Recyclage-recuperation.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/vyQkYikF5MhUSuPsLAcRGg/_ArTSgNdhNxQ0hn0L2MMJrLnEX2XixWIilUvBHH0Ivyya342jBHGLYaeqYPxnayzdW-d3XAMnkmDByls-JC88UBj_1rxRw7o6R_Huk3OUpRhxanFvfs2qH_MX1qHO-oo_XOevQha4UxPHbN84Nz0kRgdtYh-JGQOsJvm4f_tEnTX-zR4ScKRc0f4rNeg9Jdy/sYqyOFirGr0ze_MF1yF9xgG5Xash7jFjU9tDjOC0Oow),,,
recyclage::web::730x100,RECYCLAGE,Web,Recyclage-recuperation.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/kbYWeedkrJSdcI_RDRl6Ng/-RysOoXS5ir_Bhm_04XQRUWN96ZoJcYLzpGUngZNnE3Tzb4_qMad9Wxg22krEZbEE_fBInSV65CEADiYwL5GDB0uj1dSjX23wXGEZmwozCds4hNwLRuUfvmu8r-9D7KIayg-vjH4wRI17Qw14gEWr46CJdtcrmnPsHTbwitgRkLds1e39olOIJlyP7nBNyMP/_rUe9vX_z39RM9-89ij6FGCf3tT5z90a99gkvk_VMPE),,,
revue-banque::web::970x90-320x100mobile,REVUE BANQUE,Web,Revue-banque.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/4-l6q7-REm36sKGieXYGZQ/ZuCkOZHJS7DooIQntOncckP9shFV9o6hGkb79crjn_LnJQGlp4ZZhCDuJP1iO8Pt1XG9tLlw7iSarMpCi2Lao5D1jHynmKxN-_L_cZqE_At8dKORqT_LtKcmZPI9_MFkXCmdCC5pFvo_Sf16jc0cidtCw2jIccfC_rc3vJCz9FI/GphmA4RARXgQ17vbFApQfBbcbCpetww6jRXwEuy-ENc),,,
revue-banque::web::300x600,REVUE BANQUE,Web,Revue-banque.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/_G4RGBCU40DphwXs7WcVjw/AK7h8lggEYvcZFJ_gcbPwMrJ51cs_tu3h3LDdQN2ukX5K0HYBr7iIQvChc9ZrMAc-1Tz0bFUsp-Ck_HhtibW5lBi0jYVmC7BKliwUS8VWdsdMxx16hEM4ohM-2_2OQYChK-O5oI34FaUTUUyAyJjpsZIjFnmuF7IFnptEPkdOFw/a0S3JEII8uIMZFV_xNddbSxK9BK7_2X5wvL2gNsL1fw),,,
revue-hospitaliere-de-france::web::300x250,REVUE HOSPITALIERE DE FRANCE,Web,revue-hospitaliere.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/acHKtPZQogbrna8iNFXztw/yCDPy-Y_J2eOd86FeqlSs0O65Yo0SPfJgH8j3xDo9011SDWTtmB0y-pBTDXTqMLaWErgjLl2DLiBWWVSNYwoRGcsxmTSfL6X_vFuIy9YassmlCygSRcZ0LcT6kI15ZcE9b5N7Eawac5xZrTeQlbBbJycysQfdu4ZScM2IYO9gN0/wg-Wi0VHtvuNXjg2pylQ-k9X6byCBuPq0Ke1yeEOCIo),,,
revue-hospitaliere-de-france::web::728x90,REVUE HOSPITALIERE DE FRANCE,Web,revue-hospitaliere.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/JxuHNc8RJSWczedj36TlhA/ksaqEFtUG-WdoBGMESSvadGzcRYX3WaZeLvzegtrNWK0Cn2_vA0Em9oH85CC4bldSs2VIYaWFakVg_L64yu3oFIY85WDuaaqcvOTBv2nO6xbJTwXnKGZxC4XIKeDEzxqEybSAcDSQO9-Arbed_Lh75Q6sRBsF49EzKzPk5AkB3U/1Z-eyz3z4xjuzq0db9i3zEEAnRGWnSJT0RcH1oTjg08),,,
ria-la-revue-de-l-industrie-agroalimentaire::web::970x90-320x120,RIA (LA REVUE DE L'INDUSTRIE AGROALIMENTAIRE),Web,ria.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/b2pTZPdPDqXO9wqD-LN7zg/_yFGdNkD04J3zBDePyyiTZefiYx6roIiaFBJ6_YoblIDZQrYE99mcC7w9bdwroh3-PnWOhs-uMxRRv9LyAD6KWj2EacQcq_zV5kIv-aMz5iArqD_9P0UxGOhL6GcLecUOV39Znz0-Eaa0WvVVAlguUO-8hCVIroIpQyw4lIoy1g/3RqTG66o2SEVfJCdK6Hdf9vLJL19G-1NBYf-90wihvs),,,
ria-la-revue-de-l-industrie-agroalimentaire::web::300x600-320x120,RIA (LA REVUE DE L'INDUSTRIE AGROALIMENTAIRE),Web,ria.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/iVamQ1NlxJh2vcNHVrZCpA/Y41QlE49ebiUQd5OSu3EnaRaAZhBDFTpU-9qLlcQvhqH21AtalEW917AL63eWoHDWKlFrvbz4tWhhS-yy7o6mpsBhxs5vtY9-u3g6b5aRP1N4PaoQ-Di2JABAXRZ1O5qArv6_0Tv9Z91YNuRj2eMrn7OGsOVTw4z0f9fZXg_-S0/9f1gOhnT87DtcNnjO2_2vEbrOuOO1bvRCDt7sz-wKkE),,,
rvi::web::728x92,RVI,Web,Larvi.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/nQdsj0hVnQucepsTQsA3ew/25Gc7pyzZrNJJLFG15C_YUyoAsZvUsRtLkF6iUDTzVtjMCHCjwbQ6IzrHQcT8iBnlmKyfd0Yq8NMS_cPQKh9Bi8BccWva1hijDrtPpPHE8RkFUuUkTGOXHl9BKBxaMlJ0xtg1N9qYmVYzJn6bxlHG_Em5-3U8psnUp4UxfeIbGI/QVqyqQ0JceAL4AJzWEHunMTSKQsoJdCLFGDCFF7zrHs),,,
rvi::web::360x360,RVI,Web,Larvi.com.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/o54H9TIOkGwV7r6DBgMVDA/aLmTkxytMb_zcLJQeHnYZ9aPbSyw1q2FyFF_PsUDa8SpUpcC8ntN9pGhtIfXcV4rffFhkHGldnXXkkKM1Zqd85KPyfbz1i7TILgQs4xBWsXQpMVX72utTkoGu-UYbh0mFmx27Cj_YuaHWogOZM1YAlyUo1njXmzukhJKweLrvUw/1060fXdWT8VJh5HvOWoQOxKraZWPdQwuQmxlRNJe1r0),,,
score-3::web::1000x90floorad-300x250mobile,SCORE 3,Web,score3.fr.png (https://v5.airtableusercontent.com/v3/u/51/51/1773835200000/i8uKV_3T9eI_5i7o7HdWDw/tp-wCL5cxTI4y81rrKpzkfORwadt6l2XRIxvvknUo1FP44d3OjcVBkpsiF_vy7bpdz4UNS4gHLJ8mm_HXfAkUJB4dsTJ0jBhvg4dAse_xxBszRoj43vofW0rC6upqCszz-LUzlMvzyqTLs50ErAOJp2C7dR_V1O3a0uVqjEjHmw/tBT9-DPifz8PWIHcsOSgydt_rupu8lDUI28V43StK9Y),,,
